date,title,text,tone,code?,returnees,blaming_migrants,blaming_government,blaming_geopolitics,blaming_infrastructure,blaming_vulnerability,blaming_locals,frustration_expression,date_complete
2020-10,Colombia would have a comprehensive migration policy for the first time,"This project is a comprehensive migration policy, which seeks to establish the principles, guidelines, definitions that provide a framework for migration management in the country, which is a public policy in the short, medium and long term, regardless of the government and that this helps coordinate and articulate the different action entities that are aimed at serving the migrant population.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"Three groups of people are included nationals living abroad, who are more or less five million people.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,returned Colombians and foreigners who want to stay in Colombia.,0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,So would there be changes in migratory matters from now on,0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"There was no law, we only had a CONPES and some regulatory decrees that the President had issued but there was no law, for the first time the Colombian legal system is going to have a public migration policy.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"Because before migration was a conjunctural phenomenon, but now Colombia has become a receiving country and migrants with a vocation for permanence continue to grow. That is why there are more than 1,731,017 Venezuelans who are in the territory of Colombia.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"First of all, it is going to show a roadmap that allows that adequate management to achieve the objectives to mitigate the difficulties that migrants have and that at the same time the rulers know how to help that vulnerable population.",0,1,0,0,0,0,0,1,0,1,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"Different institutional actors also interfere within this law and it is coordinated so that there is timely attention between the national government and the departmental or municipal authorities to articulate and that adequate management does not violate Human Rights and protects national security and migration is safe, orderly and regular Space is given to citizen participation and there is a social, economic and cultural integration of the families that arrive in the country.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,How would this law benefit a Venezuelan who arrives in the country irregularly,0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"First, there is going to be a route that is going to say what to do for that person to change from an irregular migrant to a regular migrant, because for now there are only permanent permits, nothing more.",0,1,0,0,1,0,0,0,0,1,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"and the route would establish that if the person later wants to have Colombian nationality, they can have it.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,How would you help Colombian returnees,0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"The Colombian State accompanies him, regardless of the type of return, since there is a solidarity, humanitarian, labor, productive, academic return, among others, so that he has a rapid adaptation, and includes the return of second and third generations of children. who were born abroad.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"For all Colombians who live abroad, which are approximately five million Colombians, through the consulates they will be provided with all the information they require to be able to access all the services that the Colombian state will grant to the compatriots who They live outside of Colombia.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"For example, the academic return is from the human capital of citizens who have obtained doctoral degrees abroad and return in order to take advantage of that acquired knowledge.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,Does the law contemplate any issue on validation of qualifications abroad,0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"Yes, it is in accordance with the Ministry of Education, which has its requirements for Colombians to have their professional activity here in Colombia.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2020-10,Colombia would have a comprehensive migration policy for the first time,"Oh, and remote, virtual, partial studies would also be included.",0,1,0,0,0,0,0,0,0,0,2020-10-28
2018-12,Maduro will keep the border with Colombia closed,"Likewise, they will have at their disposal the network of publicprivate social services, which operates in the city, emphasizing the socialization of care routes with an emphasis on the Venezuelan population, which is the one that is arriving the most in our city, said the secretary. of Social Integration, Cristina Vélez.",0,1,0,0,0,0,0,0,0,0,2018-12-05
2016-01,Maduro will keep the border with Colombia closed,"The president of Venezuela, Nicolás Maduro, said this Friday, in his first speech before the Assembly of the opposition majority, that he will keep the border with Colombia closed.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"The president of the neighboring country affirmed that the border crossings will remain closed until all social, economic life, and the security of every inch of our territory is restored and gave orders to the Armed Forces in that regard.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"I ask for support so that we can, together with the inhabitants of the border, build a secure border without the presence of any armed military group of any kind that comes from Colombia.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Not even that it exists in Venezuelan territory, added the Head of State.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Likewise, he congratulated the local authorities for their actions in compliance with the closure, in order to address a thousand demons that come to us from Colombia smuggling, paramilitarism, drug trafficking.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Maduro also called for national union and urged the opposition to engage in a constructive dialogue to face the countrys economic emergency and make the leap from an exhausted, terminally ill rentier economy to another that generates wealth.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"I call for a constructive dialogue, for action, for the construction of a new economy, to deactivate any mechanism linked to currency speculation, of prices, so that savage capitalism does not continue to swallow our currency, he said. Maduro in his annual speech before Parliament.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"In an unprecedented act in 17 years of Chavista government, Maduro, dressed in his presidential sash, entered the legislative chamber to the applause of supporters who occupied the stands, and exchanged a few words, smiling, with the legislative head, Henry Ramos Allup, a staunch antichavista.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Today, thanks to the constitution, this opposition is in the majority and is in office in this Assembly, Maduro said with a conciliatory tone in his first words, from the rostrum of the hemicycle, packed with government officials, deputies, diplomats and journalists.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Later, he said The year 2015 will undoubtedly be remembered as the most terrible year that this new stage of the revolution has had to face.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"In addition, he invited the opposition to talk about any issue to seek peace.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"We remain ready and willing to discuss this and any other subject that is susceptible and necessary to discuss for the peace that Venezuela demands of us, said the president, after alluding to the amnesty proposed by opponents for imprisoned politicians.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Likewise, later, in his message, he proposed the creation of a justice, truth and peace commission in the face of that amnesty law.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"I propose here that we establish a national commission of justice, truth and joint peace, that it be chaired by a Venezuelan of public trust and that it establish the legal, juridical bases to go to a peace process and that the vision of forgiveness is not imposed. of the victimizers themselves, Maduro said.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,The Head of State also called for not falling into temptations to break the necessary balances and recognized that it is not easy to manage the current conflict of powers in the country.,0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"In a solemn session before the representatives of all the powers of the State, the full Government and the deputies of the new National Assembly, Maduro said that, recognizing the electoral results, he calls for respect for the Constitution and the public powers and not fall into the temptation of a counterrevolution that produces adventures that are regretted by all.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Maduro, who accuses the situation of an economic war from the right, supported by the United States, to overthrow him, acknowledged that we are in the middle of the economic storm, before which two models are confronted.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"The socialist is the only one, it is not the neoliberal model that comes to privatize (.) They will have to overthrow me to pass a privatization law.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,", he stated, raising his tone, in a brief exchange of words with opposition deputies who listened to him from their seats.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"This is the first time that Maduro has appeared before an opposition group that he accuses of planning to carry out a coup détat because since the day he took control of parliament, ten days ago, he announced that he will go after a legal route. to change the government.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2016-01,Maduro will keep the border with Colombia closed,"Shortly before, Maduro decreed a state of emergency due to the crisis, the severity of which was confirmed by the Central Bank when it revealed the first economic indicators in more than a year accumulated inflation between January and September 2015 was 108.7 and the economy was contracted by 4.5 in that period.",0,1,0,0,0,0,0,0,0,0,2016-01-14
2018-12,Venezuelan migrants would reach 2 million in 2020,"Colombia, the United States, Spain, Peru and Ecuador are the five main destinations for Venezuelans in a flight that does not stop.",0,1,0,0,0,1,0,0,0,1,2018-12-07
2020-01,Venezuelan migrants would reach 2 million in 2020,"More than 1,600,000 Venezuelans live in Colombia, which is equal to three times the population of Bucaramanga or almost the populations of Pasto, Ibagué, Manizales and Villavicencio together.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"The figure is reflected in a study by Migración Colombia with a cutoff date of October 31, 2019, numbers that are an indicator that the exodus is a phenomenon of human mobility that the country had never seen before.",0,1,0,1,0,0,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"In fact, it is the second largest mobilization of the decade, after the one in Turkey.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"For the Government, the situation is worrying and for this reason this will be one of the issues that President Iván Duque will address on his trip to Davos, Switzerland.",0,1,0,1,0,0,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"Without a doubt, Colombia is one of the countries that in terms of migrant social reincorporation has not stood still Despite this, there are still many challenges facing the State.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"Felipe Muñoz, manager of the border with Venezuela, told EL TIEMPO that an increase in arrivals is expected this year as a result of the measures by Ecuador, Peru and Bolivia to restrict their entries.",0,1,0,0,0,1,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"And to deal with the phenomenon there is a strategy for this 2020 based on 4 pillars the first is to advance in the mechanisms of regularization of the migrant population the second deals with second generation humanitarian attention the third is the articulation with local authorities and, lastly, socioeconomic inclusion.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"What is worrying is that, for the first time in five years, the number of irregular migrants  that is, those who have not registered their entry into the territory  exceeded those who have their papers up to date.",0,1,0,1,0,0,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"As stated in the report, 719,189 Venezuelans are in the country regularly and 911,714 are irregular.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"Likewise, Ronal Rodríguez, spokesman and researcher for the Venezuelan Observatory of the Universidad del Rosario, did not rule out that the numbers of migrant arrivals are higher than expected.",0,1,0,1,0,0,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"Migration has been growing significantly in 2014 we were talking about more than 23,000 in Colombia, in 2016 there were 53,000, in 2018 it was already 1,000,000, and at the end of 2019 there were 1,600,000, that means that, in one year, the migratory phenomenon grew by more than 50 percent, Rodríguez said.",0,1,0,1,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"In addition to this, the expert explained that it cannot be ruled out that the Colombian Migration figures had an underreporting, and that the figure at the end of the year amounted to more than 2,222,100 or higher numbers.",0,1,0,0,1,0,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"This, based on the fact that between February and June of last year the border was closed, and in this period registration was an absolutely voluntary matter for Venezuelans, so we really do not know the number of them who entered the territory.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,This mobilization is forecast to reach the highest number in history in 2020.,0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"It is delicate to know how to deal with the arrival of migrants through other unconventional steps, because this can become encouragement for groups outside the law to find in this a way to finance their businesses, as has already been seen, since it is known that in border limits some criminal groups charged between 20,000 and 50,000 pesos to Venezuelans who sought to cross through the illegal trails.",0,1,0,0,0,0,0,0,1,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"These situations continue to expose irregular migrants to significant risks of traffickingsmuggling, as well as exploitation and abuse.",0,1,0,0,0,0,0,1,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"In terms of education, it is known that there are about 210,000 Venezuelan children who are studying in Colombia, and it is expected that the request for quotas will increase this year.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"On the other hand, labor inclusion tasks are an important factor in the regularization of this population, and are one of the four pillars that the manager of the Border with Venezuela said they had for 2020.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"One of the things that, according to experts, must be combated is xenophobia, since hate speech against these migrants has become widespread.",0,1,0,1,0,0,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"Rodríguez warns that Colombian society may experience an episode where xenophobia is on the table, as well as aporophobia, that is, fear of the poor.",0,1,0,1,0,0,0,0,0,1,2020-01-22
2020-01,Venezuelan migrants would reach 2 million in 2020,"Thus, it is understood that the exodus, as Muñoz said, is no longer a temporary issue, but that many of those who arrived are going to stay.",0,1,0,0,0,0,0,0,0,0,2020-01-22
2018-04,The unusual theft of 70 chickens that left 4 Venezuelans captured,"In the case of Chile, the figure has multiplied 13.8 times, in Colombia a growth of up to 11.3 times more Venezuelan migrants was reported in 2017 than in 2015, and in Brazil the records indicate an increase of 9 times.",0,1,0,0,0,0,0,0,0,0,2018-04-26
2018-09,The unusual theft of 70 chickens that left 4 Venezuelans captured,"In the municipality of Palmar, in Santander, four Venezuelans were captured who stole 70 chickens, because apparently the person who hired them did not pay them for their work, according to the commander of the Santander Police Department, Colonel Jaime Alberto Escobar.",0,1,0,0,0,0,0,0,0,0,2018-09-19
2018-09,The unusual theft of 70 chickens that left 4 Venezuelans captured,"A few days ago they hired some Venezuelans on a farm, who unfortunately the only way they found to claim all the money they had to claim in terms of benefits was stealing some chickens, said the senior officer.",0,1,0,0,0,0,0,0,0,1,2018-09-19
2018-09,The unusual theft of 70 chickens that left 4 Venezuelans captured,"The police commander pointed out that the animals were recovered and that although it seems funny, this required investigative work so that they were delivered by the criminals.",0,1,0,0,0,0,0,0,0,0,2018-09-19
2018-09,The unusual theft of 70 chickens that left 4 Venezuelans captured,"According to Colonel Escobar, this is not the first recorded case of people taking advantage of the needs of Venezuelans who come to Colombia in search of opportunities, which is why he calls for the hiring of these migrants to be do it legally.",0,1,0,0,0,0,0,1,1,1,2018-09-19
2018-09,The unusual theft of 70 chickens that left 4 Venezuelans captured,"These people were hired without meeting any legal requirement, without being identified, without having a passport and without having permission to work.",0,1,0,0,0,0,0,0,0,0,2018-09-19
2018-09,The unusual theft of 70 chickens that left 4 Venezuelans captured,"The invitation is for us to be legal and leave the informality, Escobar said.",0,1,0,0,0,0,0,0,0,0,2018-09-19
2018-09,The unusual theft of 70 chickens that left 4 Venezuelans captured,"Despite the fact that the alleged perpetrators returned the chickens, they were captured and will have to answer for the theft of the farmyard animals.",0,1,0,0,0,0,0,0,0,0,2018-09-19
2017-05,"In Arauca, the border remains open for the return of Venezuelans","In the case of Venezuelan citizens who require emergency care or treatment for chronic diseases, such as patients with cancer or dialysis or other disorders, the Ministry of Health is studying how to care for them.",0,1,0,1,0,0,1,0,0,2,2017-05-10
2020-08,"In Arauca, the border remains open for the return of Venezuelans","In Arauca, the authorities reported that the border remains open this Friday morning for the return of migrants from that country.",0,1,0,0,0,0,0,0,0,0,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","This after, by decision of the government of Nicolás Maduro, that passage was closed in Cúcuta.",0,1,0,0,0,1,0,0,0,1,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","Moreover, the government of Arauca reported that four buses from the interior of the country loaded with migrants from the neighboring country are preparing to leave their passengers at the José Antonio Páez international bridge so that they can pass to Apure state territory before noon.",0,1,0,1,0,1,0,0,0,1,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","Through this step, the return of Venezuelan migrants is authorized on Monday, Wednesday and Friday.",0,1,0,0,0,0,0,0,0,0,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","The Arauca government previously coordinates with national and Apure state authorities, so that the passage is controlled, to prevent migrants from reaching that departmental capital to settle there in the midst of the pandemic.",0,1,0,0,0,0,1,0,0,0,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","These are Venezuelan citizens, especially from the cities of Cali and Bogotá, who are transported by bus to the border line.",0,1,0,0,0,0,0,0,0,0,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","The risks of the pandemic, the movement restrictions and the difficult economic situation that Colombia is facing have made thousands of citizens of the neighboring country decide to return to their homeland.",0,1,0,0,1,0,0,1,0,1,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","According to the secretary of the municipal government, Armando Figueredo, on average each day between 100 and 400 migrants pass through.",0,1,0,0,0,0,0,0,0,0,2020-08-21
2020-08,"In Arauca, the border remains open for the return of Venezuelans","Moreover, he highlighted that until the beginning of this month a total of 16,000 Venezuelans had returned to their country through this part of the border.",0,1,0,0,0,0,0,0,0,0,2020-08-21
2020-08,_What Maduro does is deprive Venezuela_ Gaviria,"In any case, the border between Arauca and the state of Apure is the Arauca River, which is swollen at this time, but which allows navigation between the two nations, which means that the passage of migrants has alternatives, in the event that the border is closed.",0,1,0,0,0,0,0,0,0,0,2020-08-21
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"Full support for the conditions that the president, Juan Manuel Santos, set to participate in a possible meeting with his counterpart from Venezuela, Nicolás Maduro, to discuss possible solutions to alleviate the crisis on the border of the two countries, generated by the blockade ordered from Caracas, offered in Bucaramanga by former President César Gaviria Trujillo.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"To sit in front of Maduro, Santos asked for a humanitarian corridor to allow the passage of students (this began to happen this Friday), that 15 trucks enter Venezuela ready to collect the belongings of 10,000 expelled Colombians and that the minimum deportation protocols be complied with.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"In a break he held from the political meetings he is holding in Santander with candidates for the regional elections next October, Gaviria once again criticized Maduros position, insisting that his decision is causing a shortage of basic products in his country.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"I suppose that for that (possible) meeting an agenda will be established, but they cannot ask us to solve all the economic and security problems of Venezuela.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"Without a doubt, the closure of the border harms Colombia, but perhaps he (Nicolás Maduro) has not realized that the port of Puerto Cabello (Venezuela) is empty because much of the merchandise that enters his country enters through ports and roads from Colombia.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"What it does is deplete Venezuela and they are going to be more punished, Gaviria said in Bucaramanga.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"The former president urged the Colombian government not to abandon the forum of the Organization of American States (OAS), despite the fact that Colombia did not reach the necessary votes in the organization to summon the foreign ministers of the continent and analyze the harsh border crisis.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"There we lost precisely because some Unasur countries went to lobby, voted against us and abstained.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"At some point I hope that they will take a different position because the Venezuelan government has an unprecedented aptitude because it believes that its problems are solved by censoring the media in Colombia as he (Maduro) has in his country and that by covering peoples eyes solves the deep humanitarian crisis that he has unleashed and whose fundamental axis is to humiliate Colombians and make children pass through rivers, insisted Gaviria.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,"Gaviria invited the media from countries such as Argentina and Brazil, which in the OAS voted against Colombia, to visit the border area to verify the difficult situation that the deportees are going through and not rely only on communications from Miraflores (headquarters of the government of Venezuela).",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,Maduro forgets that we are an emerging power and they are a sinking country.,0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,_What Maduro does is deprive Venezuela_ Gaviria,I am outraged as almost all Colombians are outraged.,0,1,0,0,0,1,0,0,0,1,2015-09-04
2019-03,Santos asks the IACHR to focus efforts on the crisis in Venezuela,"His return, which was also guarded by volunteers from the organization, was less cumbersome and with the relief of having been attended to on time.",0,1,0,0,0,0,0,0,0,0,2019-03-15
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,President Juan Manuel Santos asked the InterAmerican Court of Human Rights (IACHR) to focus its efforts on Venezuelan migrants who seek better living conditions on this side of the border.,0,1,0,0,0,1,0,0,0,1,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,"The presidents request was made during the installation of the 167th special session of the IACHR, in the National Museum of Bogotá, where he pointed out that Colombia faces new realities and challenges such as migration from the neighboring country, which has come worsening in recent months.",0,1,0,0,0,0,0,0,0,0,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,The Colombian State is facing new challenges and realities.,0,1,0,0,0,0,0,0,0,0,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,"One of them has to do with the migration of Venezuelan citizens who seek better living conditions on this side of the border, Santos said.",0,1,0,0,0,0,0,0,0,0,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,"According to research by the International Organization for Migration (IOM), until last December there were about 650,000 Venezuelans in Colombia.",0,1,0,0,0,0,0,0,0,0,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,Other sources believe that number has already exceeded one million.,0,1,0,0,0,0,0,0,0,0,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,The head of state pointed out that another of the challenges that concentrates the efforts of his government is the protection of social leaders and human rights defenders and affirmed that every assassinated social leader is a wound in the soul of Colombia and of peace. .,0,1,0,0,0,0,0,0,0,0,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,"He indicated that to counteract this situation, the National Commission for Security Guarantees was created, chaired by him, which promotes strategies that impact the criminal organizations that cause these attacks.",0,1,0,0,0,0,0,0,0,0,2018-02-22
2018-02,Santos asks the IACHR to focus efforts on the crisis in Venezuela,"During the act, the Government and the Organization of American States (OAS) signed an agreement that will allow Colombia to receive technical assistance for the implementation of the peace agreement.",0,1,0,0,0,0,0,0,0,0,2018-02-22
2015-12,_We are facing a perfect storm_ Francisco Santos,And so as not to miss the opportunity for changes that December 6 opens in Venezuela and the probable end of the Colombian armed confrontation that requires reconverting those areas where the conflict has become entrenched.,0,1,0,0,0,0,0,0,0,0,2015-12-12
2020-05,_We are facing a perfect storm_ Francisco Santos,"According to the Colombian ambassador in Washington, Francisco Santos, it is the panorama that Colombia faces as a consequence of the havoc that covid19 is causing both in the country and in Venezuela.",0,1,0,0,0,0,0,0,0,0,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"I wish I had better news, but we are facing a perfect storm.",0,1,0,0,0,0,0,0,0,0,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"A serious economic crisis, the coronavirus pandemic, a huge Venezuelan migration that is going to get worse, and the destabilization caused by the internal situation in Venezuela and the agenda of the Maduro regime at the regional level.",0,1,0,0,0,1,0,0,0,1,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"Covid19 is a tragedy that falls on top of another, the tragedy that was already being experienced with Venezuela, Santos said during a forum organized by the UN Migration Agency (IOM), the Colombian embassy in the US.",0,1,0,0,0,1,0,0,0,1,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"According to Santos, despite the difficulties, the country had been able to accommodate the almost two million Venezuelan migrants who have entered Colombia in the last three years.",0,1,0,0,0,0,0,0,0,0,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,Largely thanks to the strength of the economy and a health and education system that was able to assimilate the exodus.,0,1,0,0,0,0,0,0,0,0,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,But that calculation changed with the outbreak of the disease and the social distancing measures that were adopted to stop its progress.,0,1,0,0,0,0,0,0,0,0,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"According to the ambassador, Venezuelan migrants are now competing with Colombians for the same services and job opportunities.",0,1,0,0,0,0,0,0,0,0,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"For the ambassador, the situation is going to get worse in the coming months as the peak of the pandemic in Colombia is scheduled for July.",0,1,0,0,0,0,0,0,0,0,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"And although nobody knows the dimension of the coronavirus in Venezuela, it is most likely that it will wreak havoc and push another wave of migration into the country.",0,1,0,1,0,0,0,0,0,1,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"Santos thanked the aid that the country is receiving from the international community, but classified it as insufficient given the size of the crisis.",0,1,0,0,0,1,0,0,0,1,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,He also expressed his fear that this will begin to decline given the precarious economic situation in which many countries that are also dealing with the impact of the pandemic find themselves.,0,1,0,0,0,1,0,0,0,1,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"We are grateful for the help, but it is nowhere near what we need.",0,1,0,0,0,1,0,0,0,1,2020-05-28
2020-05,_We are facing a perfect storm_ Francisco Santos,"And what you have to understand is that this is going to cause problems not only for Colombia but for the entire region, said the ambassador.",0,1,0,0,0,0,0,0,0,0,2020-05-28
2019-02,In Cartagena the Venezuelan child population grows begging in the streets,"Mobile units of Immigration Services, portable biometric recognition equipment, alternate systems for information support and permanent monitoring rooms of the authorized steps are also part of the actions outlined by the immigration authority during this day.",0,1,0,0,0,0,0,0,0,0,2019-02-20
2019-07,In Cartagena the Venezuelan child population grows begging in the streets,Migration Colombia and the District of Cartagena warn about the increase in Venezuelan children begging and working in the streets of the Historic Center.,0,1,0,1,0,0,0,0,0,2,2019-07-23
2019-07,In Cartagena the Venezuelan child population grows begging in the streets,There is concern about the increase in child begging in the Historic Center.,0,1,0,1,0,0,0,0,0,1,2019-07-23
2019-07,In Cartagena the Venezuelan child population grows begging in the streets,"For this reason, a table for migrant children will be created with the ICBF (Colombian Institute of Family Welfare) that will allow the coordination of the efforts of the entire system to avoid at all costs the use of children for begging and child labor, he said in the interview. last hours Felipe Muñoz, border manager of Colombia Migration.",0,1,0,1,0,0,0,0,0,2,2019-07-23
2019-07,In Cartagena the Venezuelan child population grows begging in the streets,What most worries the authorities is the increase in children begging and selling food on the streets at night.,0,1,0,1,0,0,0,0,0,1,2019-07-23
