Id,Time,date,full_text,relevant,tone,veneco,veneca,subject,translation_deepl,text
6.14615216723202e+17,Sat Jun 27 02:04:21 +0000 2015,2015-06-27,Nueve migrantes fallecen en un accidente en el estado mexicano de Tabasco #ViernesDeGanarSeguidores  #SIGUEMEYTESIGO,0,,,,,Nine migrants are killed in an accident in the Mexican state of Tabasco #GainFriday #SIGUEMEYTESIGO,Nine migrants are killed in an accident in the Mexican state of Tabasco GainFriday SIGUEMEYTESIGO
6.160983627655414e+17,Wed Jul 01 04:17:50 +0000 2015,2015-07-01,Algo que te aprendí fue a admirar la belleza de la noche 🌕⛺️🌙 @ veneco ,1,1.0,1.0,,Migrant,One thing I learned from you was to admire the beauty of the night 🌕⛺️🌙 @ veneco,One thing I learned from you was to admire the beauty of the night   veneco
6.166156655757926e+17,Thu Jul 02 14:33:25 +0000 2015,2015-07-02,"Buen día. Compartimos esta hermosa foto de migración de cangrejos en isla San Andrés, por @coralina_sai Feliz jueves ",0,,,,,"Good morning. Sharing this beautiful photo of crab migration in San Andres Island, by @coralina_sai Happy Thursday.","Good morning. Sharing this beautiful photo of crab migration in San Andres Island, by coralina_sai Happy Thursday."
6.165946454102999e+17,Thu Jul 02 13:09:53 +0000 2015,2015-07-02,"@ElNacionalWeb Parece pelea de cocineras entre el paraco asesino y el dictador veneco,se sacan los cueros al sol.",1,-2.0,-1.0,,Geopolitics,"@ElNacionalWeb It looks like a cook fight between the murderous paraco and the venecan dictator,they take off their hides in the sun.","ElNacionalWeb It looks like a cook fight between the murderous paraco and the venecan dictator,they take off their hides in the sun."
6.178874285321421e+17,Mon Jul 06 02:46:57 +0000 2015,2015-07-06,@Lauraggils @andresbarretog A esa conducta de trata de personas ahora se suma la de tráfico de migrantes que es una de las nuevas amenazas,0,,,,,@Lauraggils @andresbarretog To this human trafficking behavior we now add migrant smuggling which is one of the new threats.,Lauraggils andresbarretog To this human trafficking behavior we now add migrant smuggling which is one of the new threats.
6.178702262317916e+17,Mon Jul 06 01:38:36 +0000 2015,2015-07-06,@PasionAlbiroja Veneco GIGANTE!,1,1.0,1.0,,Migrant,@PasionAlbiroja Veneco GIANT!,PasionAlbiroja Veneco GIANT
6.185555492113244e+17,Tue Jul 07 23:01:49 +0000 2015,2015-07-07,@OIM_Colombia apoya iniciativas de @MinAmbienteCo en cambio climático y migración ,1,0.0,,,Migration,@OIM_Colombia supports @MinAmbienteCo initiatives on climate change and migration,OIM_Colombia supports MinAmbienteCo initiatives on climate change and migration
6.184744367490376e+17,Tue Jul 07 17:39:31 +0000 2015,2015-07-07,13 a 17/Julio: Misión Internacional de Verificación a DDHH de migrantes y sus defensores en #Honduras @felixmolinahn ,0,,,,,13 to 17/July: International Verification Mission to Human Rights of migrants and their defenders in #Honduras @felixmolinahn,13 to 17July International Verification Mission to Human Rights of migrants and their defenders in Honduras felixmolinahn
6.184737765698396e+17,Tue Jul 07 17:36:53 +0000 2015,2015-07-07,Análisis de @pcslatin de Cartagena +30 y la urgencia de protección internacional a personas desplazadas y migrantes ,1,0.0,,,Geopolitics,Analysis by @pcslatin of Cartagena +30 and the urgency of international protection for displaced persons and migrants.,Analysis by pcslatin of Cartagena 30 and the urgency of international protection for displaced persons and migrants.
6.184677451312701e+17,Tue Jul 07 17:12:55 +0000 2015,2015-07-07,@CDMSaltillo se pronuncia ante abusos y violaciones a los derechos humanos de migrantes por el Programa Frontera Sur ,1,0.0,,,Migrant,@CDMSaltillo speaks out against abuses and violations of migrants' human rights by the Southern Border Program,CDMSaltillo speaks out against abuses and violations of migrants human rights by the Southern Border Program
6.188853092128195e+17,Wed Jul 08 20:52:10 +0000 2015,2015-07-08,@DPNArgentina Trata de personas y tráfico de migrantes un crimen de escala global,0,,,,,@DPNArgentina Trafficking in persons and smuggling of migrants a crime of global scale,DPNArgentina Trafficking in persons and smuggling of migrants a crime of global scale
6.188748852768727e+17,Wed Jul 08 20:10:45 +0000 2015,2015-07-08,#ArmadaColombia  halla 14 migrantes cubanos en el golfo de Urabá.   ,0,,,,,#ArmadaColombia finds 14 Cuban migrants in the Gulf of Urabá.   ,ArmadaColombia finds 14 Cuban migrants in the Gulf of Urabá.
6.18580974159446e+17,Wed Jul 08 00:42:51 +0000 2015,2015-07-08,Donald Trump: Migrantes latinos trabajan en uno de sus edificios #MartesDeGanarSeguidores  #SIGUEMEYTESIGO,0,,,,,Donald Trump: Latino migrants work in one of his buildings #TuesdayFollowers #SIGUEMEYTESIGO,Donald Trump Latino migrants work in one of his buildings TuesdayFollowers SIGUEMEYTESIGO
6.198891834155336e+17,Sat Jul 11 15:21:12 +0000 2015,2015-07-11,"La comida de los migrantes es nuestra salvación en los países del primer mundo. Además, sabe buenísimo.",0,,,,,"Migrant food is our salvation in first world countries. Besides, it tastes great.","Migrant food is our salvation in first world countries. Besides, it tastes great."
6.203796277317222e+17,Sun Jul 12 23:50:04 +0000 2015,2015-07-12,"@wilis_rd @jorvane @petrogustavo @victor_admon @carlosvargas196 No para nada, nada mas adora a stalin y quiere régimen veneco en colombia",1,-1.0,-1.0,,Geopolitics,"@wilis_rd @jorvane @petrogustavo @victor_admon @carlosvargas196 Not at all, he just loves stalin and wants venecan regime in colombia.","wilis_rd jorvane petrogustavo victor_admon carlosvargas196 Not at all, he just loves stalin and wants venecan regime in colombia."
6.203513036093727e+17,Sun Jul 12 21:57:31 +0000 2015,2015-07-12,Luis Manuel Seijas cantando el himno de Bogotá. ¡Hermoso el veneco!,1,1.0,1.0,,Migrant,"Luis Manuel Seijas singing the anthem of Bogota, beautiful the Venezuelan!","Luis Manuel Seijas singing the anthem of Bogota, beautiful the Venezuelan"
6.203271766809313e+17,Sun Jul 12 20:21:38 +0000 2015,2015-07-12,¿QUIEN CONTROLA EL MOVIMIENTO DE VOTOS?¿ VIMOS LLEGAR NUBES DE GENTE E INVADIR CIUDAD BOLIVAR¿ QUIEN CONTROLA LA MIGRACION?,1,-2.0,,,Migration,WHO CONTROLS THE MOVEMENT OF VOTES?WE SAW CLOUDS OF PEOPLE ARRIVE AND INVADE CIUDAD BOLIVAR?WHO CONTROLS THE MIGRATION?,WHO CONTROLS THE MOVEMENT OF VOTESWE SAW CLOUDS OF PEOPLE ARRIVE AND INVADE CIUDAD BOLIVARWHO CONTROLS THE MIGRATION
6.206546737967022e+17,Mon Jul 13 18:03:00 +0000 2015,2015-07-13,Turisteando con el veneco!! #Sightseeing #Bogota #Congress #Downtown #Friends @ Plaza de Bolivar ,0,,,,,Sightseeing with the veneco!!! #Sightseeing #Bogota #Congress #Downtown #Friends @ Plaza de Bolivar,Sightseeing with the veneco Sightseeing Bogota Congress Downtown Friends  Plaza de Bolivar
6.205704901098291e+17,Mon Jul 13 12:28:29 +0000 2015,2015-07-13,Gobernador y Director Nacional de Migración analizaron avances de  proyecto CENAF para Arauca. ,1,0.0,,,Government,Governor and National Director of Migration analyzed the progress of the CENAF project for Arauca.,Governor and National Director of Migration analyzed the progress of the CENAF project for Arauca.
6.204036923286487e+17,Mon Jul 13 01:25:41 +0000 2015,2015-07-13,@BalletAzulRadio el veneco,1,0.0,0.0,,Migrant,@BalletAzulRadio el veneco,BalletAzulRadio el veneco
6.213686834457928e+17,Wed Jul 15 17:20:13 +0000 2015,2015-07-15,"encima de la policia y de migracion ..... alerta , no nos callemos tiene orden de captura en colombia, att the pelican larry hostel cali",0,,,,,"on top of the police and immigration ..... alert, we don't shut up, he has an arrest warrant in colombia, att the pelican larry hostel cali","on top of the police and immigration . alert, we dont shut up, he has an arrest warrant in colombia, att the pelican larry hostel cali"
6.221040406677627e+17,Fri Jul 17 18:02:16 +0000 2015,2015-07-17,Citrix acelera la adopción de Windows 10 y simplifica la migración para los clientes de Microsoft  @citrix,0,,,,,Citrix accelerates Windows 10 adoption and simplifies migration for Microsoft customers @citrix,Citrix accelerates Windows 10 adoption and simplifies migration for Microsoft customers citrix
6.220904904737915e+17,Fri Jul 17 17:08:25 +0000 2015,2015-07-17,"Colombia, preocupada por fuga de 'El Chapo'   Acá le contamos por qué  ",0,,,,,"Colombia, worried about 'El Chapo' escape Here's why","Colombia, worried about El Chapo escape Heres why"
6.220705315803013e+17,Fri Jul 17 15:49:06 +0000 2015,2015-07-17,'desplazados' y 'migrantes' es ahora una tendencia en #Bogotã ,1,0.0,,,Migrant,'displaced' and 'migrants' is now trending in #Bogotã.,displaced and migrants is now trending in Bogotã.
6.22418295694721e+17,Sat Jul 18 14:51:00 +0000 2015,2015-07-18,Migrantes digitales que nacieron en la era del big bang Vs nativos digitales de la era del big data,0,,,,,Digital migrants born in the big bang era vs. digital natives of the big data era,Digital migrants born in the big bang era vs. digital natives of the big data era
6.242591195208294e+17,Thu Jul 23 16:45:46 +0000 2015,2015-07-23,"¿Cómo ha afectado la economía de internet el género, la migración y el trabajo? #imaginainternetfeminista",0,,,,,"How has the internet economy affected gender, migration and labor #imagineinternetfeminist.","How has the internet economy affected gender, migration and labor imagineinternetfeminist."
6.246291210464748e+17,Fri Jul 24 17:16:02 +0000 2015,2015-07-24,Mejor video sobre migración producido con móvil será premiado con USD 2000  ¡Participa!  ,0,,,,,Best video on migration produced with cell phones will be awarded USD 2000 Participate!  ,Best video on migration produced with cell phones will be awarded USD 2000 Participate
6.243804484336968e+17,Fri Jul 24 00:47:53 +0000 2015,2015-07-24,"""Migrantes de la serie M2"", por Graciela Sacco #museodeartedelbancodelarepublica #bogotart #Bogotá… ",0,,,,,"""Migrants from the M2 series"", by Graciela Sacco #museodeartedelbancodelarepublica #bogotart #Bogotá....","Migrants from the M2 series, by Graciela Sacco museodeartedelbancodelarepublica bogotart Bogotá."
6.25005706048086e+17,Sat Jul 25 18:12:27 +0000 2015,2015-07-25,La trata de seres humanos y el tráfico de migrantes mueven al año hasta 35.000 billones de euros: ,0,,,,,"Human trafficking and migrant smuggling move up to 35,000 billion euros per year:","Human trafficking and migrant smuggling move up to 35,000 billion euros per year"
6.256827592651981e+17,Mon Jul 27 15:02:49 +0000 2015,2015-07-27,"""Un 32% de los habitante de Bogotá son migrantes  "": @planeacionbog #EncuestaMultipropósito2014 ",1,0.0,,,Migrant,"""A 32% of the inhabitants of Bogota are migrants "": @planeacionbog #EncuestaMultipropósito2014.",A 32 of the inhabitants of Bogota are migrants  planeacionbog EncuestaMultipropósito2014.
6.256753555133522e+17,Mon Jul 27 14:33:23 +0000 2015,2015-07-27,@ZuluagaCamila  sr. Trump; ha pensado en detener la migración natural de las Monarca que parten a norteamerica  desde México?,0,,,,,@ZuluagaCamila Mr. Trump; have you thought about stopping the natural migration of Monarchs leaving for North America from Mexico?,ZuluagaCamila Mr. Trump have you thought about stopping the natural migration of Monarchs leaving for North America from Mexico
6.258826679433339e+17,Tue Jul 28 04:17:11 +0000 2015,2015-07-28,ONU Derechos Humanos verificó que los Campesinos en Catatumbo que tienen acuerdos con el Gobierno cumplieron ,0,,,,,UN Human Rights verified that the Campesinos in Catatumbo who have agreements with the Government complied with them.,UN Human Rights verified that the Campesinos in Catatumbo who have agreements with the Government complied with them.
6.258298904918548e+17,Tue Jul 28 00:47:27 +0000 2015,2015-07-28,@Bogoticias @Prensa_Alcaldia @planeacionbog @ELTIEMPO @petrogustavo ¿migrantes internos? ¿cuantos de ellos son desplazados?,0,,,,,@Bogoticias @Prensa_Alcaldia @planeacionbog @ELTIEMPO @petrogustavo internal migrants? how many of them are displaced?,Bogoticias Prensa_Alcaldia planeacionbog ELTIEMPO petrogustavo internal migrants how many of them are displaced
6.344830331696005e+17,Thu Aug 20 21:51:57 +0000 2015,2015-08-20,@NicolasMaduro dice que la migración colombiana solo es comparable a la de africanos hacia Europa. ¿De dónde sacará las cifras?,1,0.0,,,Geopolitics,@NicolasMaduro says Colombian migration is only comparable to that of Africans to Europe. Where will he get the figures from?,NicolasMaduro says Colombian migration is only comparable to that of Africans to Europe. Where will he get the figures from
6.344819621540987e+17,Thu Aug 20 21:47:42 +0000 2015,2015-08-20,@NTN24ve Esta cansadito el incompetente este...suficiente con la migracion guerrillera?,1,-1.0,,,Geopolitics,@NTN24ve Esta cansadito el incompetente este...suficiente con la migracion guerrillera?,NTN24ve Esta cansadito el incompetente este.suficiente con la migracion guerrillera
6.344754352550093e+17,Thu Aug 20 21:21:46 +0000 2015,2015-08-20,@ELTIEMPO yo creería q esta llegando mucho veneco  y lo peor es q los tratan mejor q un colombiano sabiendo q ellos hablan y tratan mal col,1,-3.0,-3.0,,Migrant,@ELTIEMPO yo creería q esta llegando mucho veneco y lo peor es q los tratan mejor que un colombiano sabiendo q ellos hablan y tratar mal col,ELTIEMPO yo creería q esta llegando mucho veneco y lo peor es q los tratan mejor que un colombiano sabiendo q ellos hablan y tratar mal col
6.34816139198079e+17,Fri Aug 21 19:55:36 +0000 2015,2015-08-21,Más de 44mil migrantes de Siria y Norte de Irak en busca de refugio en UE en últimos 2 meses  ,0,,,,,"More than 44,000 migrants from Syria and Northern Iraq seeking refuge in EU in last 2 months","More than 44,000 migrants from Syria and Northern Iraq seeking refuge in EU in last 2 months"
6.347634008878039e+17,Fri Aug 21 16:26:02 +0000 2015,2015-08-21,8.000 colombianos este año han ido y se han quedado en Venezuela: Migración Colombia @NicolasMaduro dice que son 121.000,1,0.0,,,Migrant,"8,000 Colombians this year have gone and stayed in Venezuela: Migration Colombia @NicolasMaduro says 121,000.","8,000 Colombians this year have gone and stayed in Venezuela Migration Colombia NicolasMaduro says 121,000."
6.345317585585848e+17,Fri Aug 21 01:05:34 +0000 2015,2015-08-21,Monserrate con amigos #Mexico #Veneco #Jueves #Bogota @ Monserrate Bogotá… ,0,,,,,Monserrate with friends #Mexico #Veneco #Thursday #Bogota @ Monserrate Bogotá...,Monserrate with friends Mexico Veneco Thursday Bogota  Monserrate Bogotá.
6.345210598747628e+17,Fri Aug 21 00:23:04 +0000 2015,2015-08-21,"Para Maduro los colombianos son la causa de los males de su país, seguidos de los gérmenes venusinos y los migrantes de Ómicron Persei 8",1,-2.0,,,Geopolitics,"For Maduro, Colombians are the cause of his country's ills, followed by Venusian germs and Omicron Persei 8 migrants.","For Maduro, Colombians are the cause of his countrys ills, followed by Venusian germs and Omicron Persei 8 migrants."
6.350812880729948e+17,Sat Aug 22 13:29:12 +0000 2015,2015-08-22,Jueza federal de #EEUU ordena liberar a madres y menores #migrantes. Vía @AP_Noticias ,0,,,,,U.S. federal judge orders release of #migrant mothers and minors. Via @AP_News,U.S. federal judge orders release of migrant mothers and minors. Via AP_News
6.354597797800468e+17,Sun Aug 23 14:33:12 +0000 2015,2015-08-23,Rt Serbia-Macedonia Nota-Central  08-23 0515  Miles de migrantes se dirigen a las fronteras de la UE a través de Macedonia y Serbia,0,,,,,Rt Serbia-Macedonia Note-Central 08-23 0515 Thousands of migrants head for EU borders through Macedonia and Serbia.,Rt SerbiaMacedonia NoteCentral 0823 0515 Thousands of migrants head for EU borders through Macedonia and Serbia.
6.35893429839528e+17,Mon Aug 24 19:16:22 +0000 2015,2015-08-24,#NoEntiendoComo @NicolasMaduro hizo el sueño realidad de @realDonaldTrump! Atacar a inocentes migrantes del país vecino! Paises hermanos? Ja,1,-2.0,,,Geopolitics,#NotUnderstandingHow @NicolasMaduro made @realDonaldTrump's dream come true! Attacking innocent migrants from the neighboring country! Brotherly countries? Ja,NotUnderstandingHow NicolasMaduro made realDonaldTrumps dream come true Attacking innocent migrants from the neighboring country Brotherly countries Ja
6.358039640139653e+17,Mon Aug 24 13:20:52 +0000 2015,2015-08-24,"@fraseintelecto @ozkyrz @CancilleriaCol @JuanManSantos De acuerdo eso no es una carta de protesta, es una carta de apoyo al Gob Veneco",1,-2.0,,,Government,"@fraseintelecto @ozkyrz @CancilleriaCol @JuanManSantos Okay that's not a letter of protest, it's a letter of support to the Veneco Gov.","fraseintelecto ozkyrz CancilleriaCol JuanManSantos Okay thats not a letter of protest, its a letter of support to the Veneco Gov."
6.3566493986526e+17,Mon Aug 24 04:08:26 +0000 2015,2015-08-24,Con amigos en un lugar muy copado #MexicanPower #Veneco @ Monserrate… ,0,,,,,With friends in a very cool place #MexicanPower #Veneco @ Monserrate...,With friends in a very cool place MexicanPower Veneco  Monserrate.
6.362426960557507e+17,Tue Aug 25 18:24:14 +0000 2015,2015-08-25,Ustedes no han sentido como yo ganas de matar a algún veneco?,1,-3.0,-3.0,,Migrant,Haven't you ever felt like killing a Venezuelan like I do?,Havent you ever felt like killing a Venezuelan like I do
6.36224904430551e+17,Tue Aug 25 17:13:32 +0000 2015,2015-08-25,"""El 123 es un tema que tiene que ver con salud, es un sistema integral en migración de riesgos; emergencias de todo tipo"": @petrogustavo",0,,,,,"""The 123 is an issue that has to do with health, it is a comprehensive system in risk migration; emergencies of all kinds"": @petrogustavo","The 123 is an issue that has to do with health, it is a comprehensive system in risk migration emergencies of all kinds petrogustavo"
6.361920833767629e+17,Tue Aug 25 15:03:07 +0000 2015,2015-08-25,"@marquesdeborda @petrogustavo En el mundo entero se reservan el derecho de admisión, imaginó que has pasado por migración en E.U.?",0,,,,,"@marquesdeborda @petrogustavo In the whole world they reserve the right of admission, imagined you have gone through immigration in the U.S.?","marquesdeborda petrogustavo In the whole world they reserve the right of admission, imagined you have gone through immigration in the U.S."
6.361574528457523e+17,Tue Aug 25 12:45:30 +0000 2015,2015-08-25,Llegan primeros deportados a Paraguachón Dos buses repletos de ciudadanos trasladados desde Caracas. Fueron entregados Migración Colombia.,1,0.0,,,Migrant,First deportees arrive to Paraguachón Two buses full of citizens transferred from Caracas. They were delivered to Migración Colombia.,First deportees arrive to Paraguachón Two buses full of citizens transferred from Caracas. They were delivered to Migración Colombia.
6.361439600466002e+17,Tue Aug 25 11:51:53 +0000 2015,2015-08-25,@HassNassar Además fueron base electoral en otrora. Promociónaban la cédula veneca.,1,0.0,,0.0,Migrant,@HassNassar They were also an electoral base in the past. They promoted the Venezuelan cedula.,HassNassar They were also an electoral base in the past. They promoted the Venezuelan cedula.
6.360121082457661e+17,Tue Aug 25 03:07:57 +0000 2015,2015-08-25,Al Gbno Cbiano le falta dignida sí Veneco desea guerra guerra tendrá hay que combatir el cáncer cortando lo q afecta,1,-3.0,-3.0,,Migrant,The Cbiano Government lacks dignity if Veneco wants war war it will have to fight cancer by cutting off what affects it,The Cbiano Government lacks dignity if Veneco wants war war it will have to fight cancer by cutting off what affects it
6.359994052257055e+17,Tue Aug 25 02:17:29 +0000 2015,2015-08-25,"@Ruizcandanga acá no se enconden, se les enfrentan! Y no acosando y maltratando a los migrantes!! Eso es de cobardes!",1,-2.0,,,Locals,"@Ruizcandanga here they don't fester, they are confronted! And not by harassing and mistreating the migrants! That's cowardly!","Ruizcandanga here they dont fester, they are confronted And not by harassing and mistreating the migrants Thats cowardly"
6.359810718893998e+17,Tue Aug 25 01:04:38 +0000 2015,2015-08-25,"Hacer migración en Bogotá 10 minutos con una súper fila, en Los Angeles 2 horas con la misma súper fila, felicitaciones a @migracioncol!!!",1,1.0,,,Government,"Doing migration in Bogota 10 minutes with a super line, in Los Angeles 2 hours with the same super line, congratulations to @migracioncol!!!!!","Doing migration in Bogota 10 minutes with a super line, in Los Angeles 2 hours with the same super line, congratulations to migracioncol"
6.36648863374422e+17,Wed Aug 26 21:18:12 +0000 2015,2015-08-26,@NicolasMaduro Escenas en frontera se suman a la inhumanidad con migrantes. Algo q no se puede imaginar en una ¨revolucion boilivariana¨,1,-1.0,,,Migration,"NicolasMaduro Border scenes add to the inhumanity with migrants. Something that cannot be imagined in a ""boilivarian revolution"".",NicolasMaduro Border scenes add to the inhumanity with migrants. Something that cannot be imagined in a boilivarian revolution.
6.366417410184315e+17,Wed Aug 26 20:49:53 +0000 2015,2015-08-26,Ya les llegó por FB la reflexión de Maria Camila Azuero compartiendo la carta de una Veneca? Pues el perfil es falso ,1,-1.0,,-1.0,Migrant,"Have you already received on FB the reflection of Maria Camila Azuero sharing the letter of a Veneca? Well, the profile is false","Have you already received on FB the reflection of Maria Camila Azuero sharing the letter of a Veneca Well, the profile is false"
6.366331693164462e+17,Wed Aug 26 20:15:50 +0000 2015,2015-08-26,Aprovechemos la etiqueta del #DiaNacionalDelPerro para desearle un muy feliz día al perro hijodeputa veneco-cucuteño de .@NicolasMaduro,1,-3.0,-3.0,,Geopolitics,Let's take advantage of the #DiaNacionalDelPerro hashtag to wish a very happy day to the veneco-cucuteño son-of-a-bitch dog of .@NicolasMaduro,Lets take advantage of the DiaNacionalDelPerro hashtag to wish a very happy day to the venecocucuteño sonofabitch dog of .NicolasMaduro
6.365729731352125e+17,Wed Aug 26 16:16:38 +0000 2015,2015-08-26,#UltimaHora Hallan 40 cadáveres de migrantes en bodega de un barco en el #Mediterraneo  ,0,,,,,#LastHour 40 migrant corpses found in hold of a ship in the #Mediterranean.,LastHour 40 migrant corpses found in hold of a ship in the Mediterranean.
6.365720198999409e+17,Wed Aug 26 16:12:51 +0000 2015,2015-08-26,@DptoExtranjeria para fines académicos donde puedo encontrar las estadísticas de migración actuales? Gracias!,1,0.0,,,Migration,@DptoExtranjeria for academic purposes where can I find current migration statistics? Thank you!,DptoExtranjeria for academic purposes where can I find current migration statistics Thank you
6.365403632646308e+17,Wed Aug 26 14:07:03 +0000 2015,2015-08-26,@CNSCColombia no sirve el archivo de descarga del acuerdo 548 de migración. Verificar por favor,0,,,,,The download file of the migration agreement 548 is not working. Please check,The download file of the migration agreement 548 is not working. Please check
6.365399579858084e+17,Wed Aug 26 14:05:26 +0000 2015,2015-08-26,@CNSCColombia revisar convocatoria de migración. No es posible descargar el acuerdo 548 de 2015. Como sabemos términos de convocatoria?,0,,,,,@CNSCColombia review migration call. It is not possible to download the agreement 548 of 2015. How do we know the terms of the call?,CNSCColombia review migration call. It is not possible to download the agreement 548 of 2015. How do we know the terms of the call
6.365290372932608e+17,Wed Aug 26 13:22:03 +0000 2015,2015-08-26,"Y hay que decirlo, Venezuela ha dado a migrantes colombianos movilidad social ascendente, les ha dado derechos, acá siempre les negaron.",1,-1.0,,,Government,"And it must be said, Venezuela has given Colombian migrants upward social mobility, it has given them rights, here they have always been denied.","And it must be said, Venezuela has given Colombian migrants upward social mobility, it has given them rights, here they have always been denied."
6.365274239123456e+17,Wed Aug 26 13:15:38 +0000 2015,2015-08-26,"""La migración es ante todo una necesidad económica."" I.W. La raíz:Colombia no resuelve demanda de trabajo, la gente se va a donde hay oferta",1,0.0,,,Migration,"""Migration is first and foremost an economic necessity."" I.W. The root:Colombia does not solve labor demand, people go where there is supply.","Migration is first and foremost an economic necessity. I.W. The rootColombia does not solve labor demand, people go where there is supply."
6.365211196930458e+17,Wed Aug 26 12:50:35 +0000 2015,2015-08-26,"Estoy tan irascible y sensible que si veo a un ""veneco"" lo rompo...",1,-2.0,-2.0,,Migrant,"I am so irascible and sensitive that if I see a ""veneco"" I break it....",I am so irascible and sensitive that if I see a veneco I break it.
6.365129779282002e+17,Wed Aug 26 12:18:14 +0000 2015,2015-08-26,"Cierre de frontera, así como medidas de control represivo, incrementan el tráfico de migrantes y otras manifestaciones del crimen organizado",0,,,,,Border closures and repressive control measures increase the smuggling of migrants and other manifestations of organized crime,Border closures and repressive control measures increase the smuggling of migrants and other manifestations of organized crime
6.365119861976146e+17,Wed Aug 26 12:14:17 +0000 2015,2015-08-26,Oportunista comentario p hacer política interna con dolor q ayudó a generar interviniendo en política interna veneca ,1,-1.0,,-1.0,Government,Opportunistic comment to make internal politics with pain he helped generate by intervening in Venezuelan internal politics.,Opportunistic comment to make internal politics with pain he helped generate by intervening in Venezuelan internal politics.
6.365059881961349e+17,Wed Aug 26 11:50:27 +0000 2015,2015-08-26,Y cual fue el origen de la migración de los colombianos a Venezuela?  Y si mejor analizamos el tema de fondo?,1,0.0,,,Migration,And what was the origin of the migration of Colombians to Venezuela?  And if we better analyze the underlying issue?,And what was the origin of the migration of Colombians to Venezuela  And if we better analyze the underlying issue
6.363686444869181e+17,Wed Aug 26 02:44:42 +0000 2015,2015-08-26,@AidaAvellaE @UP_Colombia son situaciones diferentes porque tanta mención a la migración a Venezuela justificación a algo?,1,0.0,,,Migration,@AidaAvellaE @UP_Colombia are different situations because so much mention of migration to Venezuela justification to something?,AidaAvellaE UP_Colombia are different situations because so much mention of migration to Venezuela justification to something
6.363591620966973e+17,Wed Aug 26 02:07:01 +0000 2015,2015-08-26,El único técnico que he detestado de los últimos años fue el veneco ese de Páez.,1,-1.0,-1.0,,Migrant,The only coach I have detested in recent years was that Venezuelan Páez.,The only coach I have detested in recent years was that Venezuelan Páez.
6.363422669117194e+17,Wed Aug 26 00:59:53 +0000 2015,2015-08-26,@Hora20 pero cuál es la razón de la migración de colombianos a Venezuela?,1,0.0,,,Migration,@Hora20 but what is the reason for the migration of Colombians to Venezuela?,Hora20 but what is the reason for the migration of Colombians to Venezuela
6.363323458182267e+17,Wed Aug 26 00:20:28 +0000 2015,2015-08-26,@LuchyRamirez01 @caheloco70 @JuanManSantos @NicolasMaduro Tenemos un presidente COBARDE. Le tiene miedo al camionero presidente Veneco,1,-2.0,-2.0,,Government,@LuchyRamirez01 @caheloco70 @JuanManSantos @NicolasMaduro We have a COBARDE president. He is afraid of the trucker president Veneco.,LuchyRamirez01 caheloco70 JuanManSantos NicolasMaduro We have a COBARDE president. He is afraid of the trucker president Veneco.
6.37044958059475e+17,Thu Aug 27 23:32:08 +0000 2015,2015-08-27,El Veneco se respeta PUTOOOOS.,1,-2.0,1.0,,Locals,The Veneco is respected PUTOOOOS.,The Veneco is respected PUTOOOOS.
6.370058241377608e+17,Thu Aug 27 20:56:38 +0000 2015,2015-08-27,Y el Santos como no tiene guevas lame las del perro HdeP de maduro y toda su insornia guardia veneca,1,-3.0,,-3.0,Government,"And Santos, as he has no guevas, licks those of Maduro's HdeP dog and his entire Venezuelan insornia guard.","And Santos, as he has no guevas, licks those of Maduros HdeP dog and his entire Venezuelan insornia guard."
6.369868118233211e+17,Thu Aug 27 19:41:05 +0000 2015,2015-08-27,"@DanielSamperO :Su tío si es su tío?Porque ese Ernesto parece ""veneco""enrazado en Burro Maduro.",1,-1.0,-1.0,,Migrant,"@DanielSamperO :His uncle if he is his uncle?because that Ernesto looks like ""veneco ""rooted in Burro Maduro.",DanielSamperO His uncle if he is his unclebecause that Ernesto looks like veneco rooted in Burro Maduro.
6.369700151792968e+17,Thu Aug 27 18:34:20 +0000 2015,2015-08-27,@NicolasMaduro HITLER ESTAS A PUNTO DE SER HERODES EL VENECO EMPEZASTE A MATAR NIÑOS POR QUE SI CRECEN TE DERROCARAN SE TE ACABO EL TIEMPO,1,-3.0,-2.0,,Geopolitics,@NicolasMaduro HITLER YOU ARE ABOUT TO BE HERODES THE VENEZOUS YOU START KILLING CHILDREN BECAUSE IF THEY GROW UP THEY WILL OVERTHROW YOU'RE TIME IS OVER.,NicolasMaduro HITLER YOU ARE ABOUT TO BE HERODES THE VENEZOUS YOU START KILLING CHILDREN BECAUSE IF THEY GROW UP THEY WILL OVERTHROW YOURE TIME IS OVER.
6.369694747138662e+17,Thu Aug 27 18:32:11 +0000 2015,2015-08-27,@vickydavilalafm MADURO ALIAS HITLER PRONTO  SERA HERODES EL VENECO MATARÁ NIÑOS DE 2 AÑOS POR QUE SERAN UN PELIGRO PARA SU REGIMEN,1,-3.0,-2.0,,Geopolitics,@vickydavilalafm MADURO A.K.A. HITLER WILL SOON BE HERODES THE VENECOUS WILL KILL 2-YEAR-OLD CHILDREN BECAUSE THEY WILL BE A DANGER TO HIS REGIME,vickydavilalafm MADURO A.K.A. HITLER WILL SOON BE HERODES THE VENECOUS WILL KILL 2YEAROLD CHILDREN BECAUSE THEY WILL BE A DANGER TO HIS REGIME
